newid	Group1	Group	Country_of_origin	IRRIseedbankID	HCA	CFA	LPA	FLA	SPLT
IRGC121617_9	SP306	INDICA	Philippines	IRGC121617	1.674169392	0.74795072	0.908116612	1.118897292	0.156389401
IRGC121617_10	SP306	INDICA	Philippines	IRGC121617	1.543183063	0.641404538	0.633556738	0.941370469	0.177113145
IRGC121621_1	SP138	INDICA	Bangladesh	IRGC121621	1.25846225	0.667568262	0.38562849	0.243311716	0.246796946
IRGC121621_2	SP138	INDICA	Bangladesh	IRGC121621	1.168836804	0.767600078	0.435994537	0.233868961	0.314262907
IRGC121621_3	SP138	INDICA	Bangladesh	IRGC121621	1.052951259	0.697846828	0.412843834	0.231887788	0.241068483
IRGC121621_4	SP138	INDICA	Bangladesh	IRGC121621	1.043083167	0.684227159	0.388293765	0.261961477	0.283884592
IRGC121621_5	SP138	INDICA	Bangladesh	IRGC121621	1.104386258	0.701055651	0.367334906	0.202238555	0.255328426
IRGC121621_6	SP138	INDICA	Bangladesh	IRGC121621	0.732102743	0.550375898	0.419253966	0.247055367	0.256729652
IRGC121621_7	SP138	INDICA	Bangladesh	IRGC121621	0.740790113	0.478580195	0.405733355	0.209416397	0.282087019
IRGC121621_8	SP138	INDICA	Bangladesh	IRGC121621	0.638449811	0.475416041	0.381160024	0.210337166	0.303015813
IRGC121621_9	SP138	INDICA	Bangladesh	IRGC121621	0.916489469	0.582012788	0.407215926	0.197891468	0.235301842
IRGC121621_10	SP138	INDICA	Bangladesh	IRGC121621	0.658129389	0.586974879	0.38706992	0.266748167	0.259298915
IRGC121633_1	SP164	JAPONICA	Indonesia	IRGC121633	5.162440949	0.58672782	7.355844268	1.235838313	0.219812846
IRGC121633_2	SP164	JAPONICA	Indonesia	IRGC121633	4.966417478	0.513674809	6.285899882	1.297613972	0.182326598
IRGC121633_3	SP164	JAPONICA	Indonesia	IRGC121633	5.509466794	0.462249625	7.476191799	1.281385954	0.182088102
IRGC121633_4	SP164	JAPONICA	Indonesia	IRGC121633	4.725720093	0.454800091	6.565210916	1.254914844	0.190874186
IRGC121633_5	SP164	JAPONICA	Indonesia	IRGC121633	4.963300515	0.445425129	7.073519871	1.292203178	0.245699498
IRGC121633_6	SP164	JAPONICA	Indonesia	IRGC121633	5.060786081	0.341103258	6.618498059	1.235578012	0.183795023
IRGC121633_7	SP164	JAPONICA	Indonesia	IRGC121633	5.135462101	0.403767905	6.915546057	1.226703423	0.224817635
IRGC121633_8	SP164	JAPONICA	Indonesia	IRGC121633	4.63101199	0.593000189	6.187586725	1.329207335	0.210368174
IRGC121633_9	SP164	JAPONICA	Indonesia	IRGC121633	5.002972647	0.501574753	7.590771879	1.351808941	0.196001571
IRGC121633_10	SP164	JAPONICA	Indonesia	IRGC121633	4.517229601	0.442645847	6.01809332	1.269001538	0.237890926
IRGC121636_1	SP41	INDICA	Madagascar	IRGC121636	2.077041569	0.848508808	0.32901263	0.579870007	0.17146675
IRGC121636_2	SP41	INDICA	Madagascar	IRGC121636	1.973209309	0.896151685	0.356959765	0.64507767	0.169301682
IRGC121636_3	SP41	INDICA	Madagascar	IRGC121636	1.984884181	0.650394122	0.276308528	0.593294724	0.145806594
IRGC121636_4	SP41	INDICA	Madagascar	IRGC121636	2.057276181	0.633281216	0.348501407	0.641574662	0.197678127
IRGC121636_5	SP41	INDICA	Madagascar	IRGC121636	1.813344263	0.724169999	0.249482461	0.576848259	0.175082122
IRGC121636_6	SP41	INDICA	Madagascar	IRGC121636	1.955134507	0.715641662	0.321894867	0.71045767	0.142095984
IRGC121636_7	SP41	INDICA	Madagascar	IRGC121636	1.870870806	0.88932363	0.2790001	0.509243758	0.193275922
IRGC121636_8	SP41	INDICA	Madagascar	IRGC121636	1.873158177	0.776860093	0.241131337	0.682727389	0.146672334
IRGC121636_9	SP41	INDICA	Madagascar	IRGC121636	1.931521078	0.864223304	0.241705734	0.539503773	0.151360363
IRGC121636_10	SP41	INDICA	Madagascar	IRGC121636	1.868836479	0.642352483	0.258006673	0.640456452	0.164046145
IRGC121646_1	SP123	JAPONICA	Nigeria	IRGC121646	4.11777193	0.30630696	5.350181386	0.281032501	0.593765991
IRGC121646_2	SP123	JAPONICA	Nigeria	IRGC121646	3.200450822	0.361886237	4.212053144	0.182779428	0.570073851
IRGC121646_3	SP123	JAPONICA	Nigeria	IRGC121646	3.670324085	0.300061659	5.145589455	0.30583495	0.549442938
IRGC121646_4	SP123	JAPONICA	Nigeria	IRGC121646	3.768052363	0.335590873	5.22084003	0.254939515	0.563059425
IRGC121646_5	SP123	JAPONICA	Nigeria	IRGC121646	3.531292237	0.415183025	5.138825028	0.222971482	0.625037293
IRGC121646_6	SP123	JAPONICA	Nigeria	IRGC121646	3.38667248	0.308395309	5.114915935	0.19285698	0.596354983
IRGC121646_7	SP123	JAPONICA	Nigeria	IRGC121646	3.463157368	0.467291111	4.35807676	0.247948486	0.561054304
IRGC121646_8	SP123	JAPONICA	Nigeria	IRGC121646	3.331099483	0.431773535	5.074671573	0.29971011	0.615680885
IRGC121646_9	SP123	JAPONICA	Nigeria	IRGC121646	3.646846004	0.451586715	4.740921058	0.285656069	0.541763238
IRGC121646_10	SP123	JAPONICA	Nigeria	IRGC121646	3.833142901	0.522861751	5.154153133	0.287564114	0.569007146
IRGC121659_1	SP369	JAPONICA	Madagascar	IRGC121659	1.206375971	0.229978687	0.77188706	0.314499681	0.407321441
IRGC121659_2	SP369	JAPONICA	Madagascar	IRGC121659	1.016065564	0.289165633	0.703126391	0.295920114	0.392535728
IRGC121659_3	SP369	JAPONICA	Madagascar	IRGC121659	1.424200821	0.31061758	0.718080094	0.399703119	0.403244648
IRGC121659_4	SP369	JAPONICA	Madagascar	IRGC121659	2.983888942	0.269946959	1.241162017	0.416428331	0.385823548
IRGC121659_5	SP369	JAPONICA	Madagascar	IRGC121659	1.374646896	0.21721385	1.222957544	0.39951479	0.374517668
IRGC121659_6	SP369	JAPONICA	Madagascar	IRGC121659	1.806469533	0.265432326	1.120459804	0.400375637	0.395360116
IRGC121659_7	SP369	JAPONICA	Madagascar	IRGC121659	1.025027216	0.248211681	0.504572885	0.407770294	0.422279138
IRGC121659_8	SP369	JAPONICA	Madagascar	IRGC121659	1.244785353	0.224913423	0.980185737	0.3830905	0.409019129
IRGC121659_9	SP369	JAPONICA	Madagascar	IRGC121659	1.665693432	0.327675688	0.934440279	0.378005592	0.359550523
IRGC121659_10	SP369	JAPONICA	Madagascar	IRGC121659	0.972968675	0.205865422	0.659756233	0.288844364	0.407626502
IRGC121670_1	SP51	JAPONICA	Ghana	IRGC121670	1.608831635	0.164739831	0.766727948	0.196401261	0.265335168
IRGC121670_2	SP51	JAPONICA	Ghana	IRGC121670	1.605455621	0.120165275	0.782541523	0.187716641	0.267176527
IRGC121670_3	SP51	JAPONICA	Ghana	IRGC121670	1.383113812	0.22349479	0.836103075	0.148461712	0.317675976
IRGC121670_4	SP51	JAPONICA	Ghana	IRGC121670	1.367459011	0.129207	0.732297227	0.214769212	0.279432715
IRGC121670_5	SP51	JAPONICA	Ghana	IRGC121670	1.130757693	0.147428487	0.671188453	0.222851165	0.279489998
IRGC121670_6	SP51	JAPONICA	Ghana	IRGC121670	1.79860537	0.104405379	0.846928614	0.171158955	0.323594884
IRGC121670_7	SP51	JAPONICA	Ghana	IRGC121670	1.005094423	0.182487754	0.58434414	0.186605983	0.326075006
IRGC121670_8	SP51	JAPONICA	Ghana	IRGC121670	1.037225966	0.268472171	0.579109828	0.108838371	0.255893243
IRGC121670_9	SP51	JAPONICA	Ghana	IRGC121670	1.706987482	0.156666763	0.822770118	0.194282801	0.264828115
IRGC121670_10	SP51	JAPONICA	Ghana	IRGC121670	1.261173412	0.201482012	0.762565162	0.162333231	0.28048261
IRGC121694_1	SP166	JAPONICA	Brazil	IRGC121694	2.364199768	0.249312144	1.717800538	0.220414892	0.416064087
IRGC121694_2	SP166	JAPONICA	Brazil	IRGC121694	2.181114477	0.245794095	1.931091524	0.19973135	0.445366772
IRGC121694_3	SP166	JAPONICA	Brazil	IRGC121694	2.511026329	0.233620022	1.927011325	0.32678232	0.396549562
IRGC121694_4	SP166	JAPONICA	Brazil	IRGC121694	2.172611286	0.25296737	1.398302725	0.279967628	0.460760716
IRGC121694_5	SP166	JAPONICA	Brazil	IRGC121694	1.861715617	0.247860975	1.714896817	0.276704998	0.456478175
IRGC121694_6	SP166	JAPONICA	Brazil	IRGC121694	2.095234236	0.269690569	1.292481991	0.280364138	0.425769717
IRGC121694_7	SP166	JAPONICA	Brazil	IRGC121694	1.987339459	0.256116223	1.487265864	0.327522752	0.411332828
IRGC121694_8	SP166	JAPONICA	Brazil	IRGC121694	2.226462469	0.13659733	1.24850583	0.311124058	0.382972032
IRGC121694_9	SP166	JAPONICA	Brazil	IRGC121694	2.257657828	0.138139056	1.687246044	0.320019891	0.421222721
IRGC121694_10	SP166	JAPONICA	Brazil	IRGC121694	1.881546441	0.182644519	1.301285212	0.308984723	0.384803641
IRGC121697_1	SP397	JAPONICA	Spain	IRGC121697	2.643272731	1.100713788	0.396457365	0.202986092	0.293519628
IRGC121697_2	SP397	JAPONICA	Spain	IRGC121697	2.522924559	1.219326021	0.361609968	0.23622458	0.286463262
IRGC121697_3	SP397	JAPONICA	Spain	IRGC121697	2.489526922	1.281187263	0.249779594	0.260060648	0.23508553
IRGC121697_4	SP397	JAPONICA	Spain	IRGC121697	2.350648826	1.234042892	0.345179108	0.186267855	0.26682691
IRGC121697_5	SP397	JAPONICA	Spain	IRGC121697	2.305312807	1.099214551	0.346147429	0.280045143	0.281563721
IRGC121697_6	SP397	JAPONICA	Spain	IRGC121697	2.378457736	1.280886301	0.311867583	0.289522859	0.255780491
IRGC121697_7	SP397	JAPONICA	Spain	IRGC121697	2.255050431	1.21029334	0.394074391	0.214047011	0.239263684
IRGC121697_8	SP397	JAPONICA	Spain	IRGC121697	2.306531708	1.159198035	0.355888353	0.233452136	0.248550973
IRGC121697_9	SP397	JAPONICA	Spain	IRGC121697	2.071565894	1.242128718	0.241200306	0.204903043	0.295714609
IRGC121697_10	SP397	JAPONICA	Spain	IRGC121697	2.204461144	1.139468178	0.376724286	0.231466606	0.276677736
IRGC121699_1	SP3	JAPONICA	Madagascar	IRGC121699	2.129137023	0.228262282	0.546497986	0.359266388	0.364717922
IRGC121699_2	SP3	JAPONICA	Madagascar	IRGC121699	2.023020089	0.247034321	0.513448656	0.393996554	0.348100312
IRGC121699_3	SP3	JAPONICA	Madagascar	IRGC121699	1.934050061	0.252833488	0.537215832	0.394628807	0.359814435
IRGC121699_4	SP3	JAPONICA	Madagascar	IRGC121699	2.039247781	0.24615507	0.502602074	0.430828255	0.328915582
IRGC121699_5	SP3	JAPONICA	Madagascar	IRGC121699	1.770550231	0.186029852	0.59814449	0.392856703	0.404571986
IRGC121699_6	SP3	JAPONICA	Madagascar	IRGC121699	1.91161097	0.2340933	0.588730876	0.343024576	0.330984651
IRGC121699_7	SP3	JAPONICA	Madagascar	IRGC121699	1.788912968	0.18518299	0.505225778	0.381569156	0.326448886
IRGC121699_8	SP3	JAPONICA	Madagascar	IRGC121699	1.427322365	0.183352577	0.406876811	0.390392395	0.3367722
IRGC121699_9	SP3	JAPONICA	Madagascar	IRGC121699	1.787871958	0.28577614	0.570600075	0.336026161	0.378640399
IRGC121699_10	SP3	JAPONICA	Madagascar	IRGC121699	1.265146032	0.261698933	0.486098142	0.309325357	0.361304733
IRGC121732_1	SP93	JAPONICA	United_States_of_America	IRGC121732	2.939249502	1.11898142	2.639160812	0.392330241	0.496062444
IRGC121732_2	SP93	JAPONICA	United_States_of_America	IRGC121732	2.957704856	1.289779576	2.63975674	0.362287137	0.478774441
IRGC121732_3	SP93	JAPONICA	United_States_of_America	IRGC121732	2.605012382	1.191625605	2.895216185	0.376899468	0.415853717
IRGC121732_4	SP93	JAPONICA	United_States_of_America	IRGC121732	2.275784086	1.304584641	2.454648402	0.35559844	0.431163855
IRGC121732_5	SP93	JAPONICA	United_States_of_America	IRGC121732	2.899301304	1.162939394	3.219644075	0.341002513	0.46868656
IRGC121732_6	SP93	JAPONICA	United_States_of_America	IRGC121732	2.80834681	1.102515773	2.985021539	0.363359069	0.470190197
IRGC121732_7	SP93	JAPONICA	United_States_of_America	IRGC121732	1.943915375	1.130437147	2.18013331	0.303543985	0.448915665
IRGC121732_8	SP93	JAPONICA	United_States_of_America	IRGC121732	1.812080895	1.289312385	2.030463037	0.326553015	0.41789023
IRGC121732_9	SP93	JAPONICA	United_States_of_America	IRGC121732	2.395959018	1.242420216	3.139804614	0.387769606	0.470181677
IRGC121732_10	SP93	JAPONICA	United_States_of_America	IRGC121732	2.320706186	1.127660624	2.133151145	0.359696722	0.41140161
IRGC121734_1	SP61	JAPONICA	United_States_of_America	IRGC121734	2.480951382	0.269926607	3.471183577	0.134702169	0.343143581
IRGC121734_2	SP61	JAPONICA	United_States_of_America	IRGC121734	2.214507804	0.258062709	3.051644564	0.097568887	0.320598879
IRGC121734_3	SP61	JAPONICA	United_States_of_America	IRGC121734	2.345223348	0.1459455	2.871018762	0.097683771	0.374241268
IRGC121734_4	SP61	JAPONICA	United_States_of_America	IRGC121734	2.246136069	0.159152556	3.112838534	0.145243538	0.29806362
IRGC121734_5	SP61	JAPONICA	United_States_of_America	IRGC121734	2.196927312	0.221816096	2.96789106	0.051228387	0.341498503
IRGC121734_6	SP61	JAPONICA	United_States_of_America	IRGC121734	2.424770222	0.131234026	3.364351375	0.12177221	0.298736361
IRGC121734_7	SP61	JAPONICA	United_States_of_America	IRGC121734	2.260123011	0.257035938	3.28490313	0.089881652	0.297425688
IRGC121734_8	SP61	JAPONICA	United_States_of_America	IRGC121734	2.640216069	0.147852745	3.53351086	0.135477896	0.286590435
IRGC121734_9	SP61	JAPONICA	United_States_of_America	IRGC121734	2.381670555	0.26335623	3.555401957	0.153341508	0.361371038
IRGC121734_10	SP61	JAPONICA	United_States_of_America	IRGC121734	2.480556027	0.145309397	3.34030596	0.142154463	0.346525935
IRGC121735_1	SP82	JAPONICA	Brazil	IRGC121735	1.182861471	0.255551467	1.012260934	0.077549429	0.741985225
IRGC121735_2	SP82	JAPONICA	Brazil	IRGC121735	1.534905665	0.215888379	1.312852833	0.13727834	0.790359483
IRGC121735_3	SP82	JAPONICA	Brazil	IRGC121735	1.29331702	0.208844086	1.261217845	0.064531424	0.734629176
IRGC121735_4	SP82	JAPONICA	Brazil	IRGC121735	1.078928923	0.214531326	0.814270631	0.10380884	0.755896882
IRGC121735_5	SP82	JAPONICA	Brazil	IRGC121735	1.132296691	0.351256778	1.093719891	0.103047608	0.800963419
IRGC121735_6	SP82	JAPONICA	Brazil	IRGC121735	1.265478386	0.282910602	0.943677026	0.100062894	0.725734766
IRGC121735_7	SP82	JAPONICA	Brazil	IRGC121735	1.326192859	0.337705485	1.299931451	0.150291847	0.796576214
IRGC121735_8	SP82	JAPONICA	Brazil	IRGC121735	1.137560517	0.310811314	0.849192011	0.115553293	0.759379208
IRGC121735_9	SP82	JAPONICA	Brazil	IRGC121735	1.068679401	0.347335448	1.063590313	0.095877272	0.742932831
IRGC121735_10	SP82	JAPONICA	Brazil	IRGC121735	1.236346375	0.26091396	1.356274224	0.079288483	0.735264381
IRGC121746_1	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.367513736	1.181498035	0.748033763	0.612759921	0.43197315
IRGC121746_2	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.578352588	1.357517635	0.856921634	0.614511647	0.47499117
IRGC121746_3	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.467617327	1.15973866	0.82519909	0.541296505	0.478231954
IRGC121746_4	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.389509743	1.148408126	0.934274847	0.565743317	0.426796198
IRGC121746_5	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.246247115	1.17102539	0.827779517	0.455082503	0.452534813
IRGC121746_6	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.011875222	1.160758712	0.735854218	0.489686048	0.432645827
IRGC121746_7	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	1.814050307	1.158660594	0.619442826	0.60108239	0.450059403
IRGC121746_8	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.011468592	1.159835134	0.791374711	0.535168556	0.411837735
IRGC121746_9	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.178968483	1.387442718	1.179873629	0.665831463	0.489921821
IRGC121746_10	SP184	JAPONICA	Cote_d'Ivoire	IRGC121746	2.167769892	1.201722268	1.084639752	0.625390642	0.490022772
IRGC121748_1	SP128	INDICA	Philippines	IRGC121748	0.819425382	0.244993874	0.286364127	0.155704094	0.3583881
IRGC121748_2	SP128	INDICA	Philippines	IRGC121748	0.76714078	0.245991104	0.211331221	0.138218818	0.355343505
IRGC121748_3	SP128	INDICA	Philippines	IRGC121748	0.638698895	0.248472915	0.273676452	0.148744701	0.363648033
IRGC121748_4	SP128	INDICA	Philippines	IRGC121748	0.569712168	0.314734326	0.268723685	0.082017612	0.338575711
IRGC121748_5	SP128	INDICA	Philippines	IRGC121748	0.527297298	0.336650589	0.254661909	0.076275647	0.402622305
IRGC121748_6	SP128	INDICA	Philippines	IRGC121748	0.500765072	0.234982396	0.229971234	0.166322244	0.400383229
IRGC121748_7	SP128	INDICA	Philippines	IRGC121748	0.538229649	0.2828525	0.270909829	0.11493348	0.400563579
IRGC121748_8	SP128	INDICA	Philippines	IRGC121748	0.478598242	0.289441858	0.204282244	0.164733382	0.413311397
IRGC121748_9	SP128	INDICA	Philippines	IRGC121748	0.511088798	0.209863806	0.250441827	0.117545006	0.365946908
IRGC121748_10	SP128	INDICA	Philippines	IRGC121748	0.399059567	0.295674305	0.217426944	0.091530222	0.416904295
IRGC121753_1	SP237	INDICA	Philippines	IRGC121753	0.836907797	0.232642421	0.452658493	0.175633243	0.299476163
IRGC121753_2	SP237	INDICA	Philippines	IRGC121753	0.876232238	0.20466198	0.449549534	0.135379935	0.267141834
IRGC121753_3	SP237	INDICA	Philippines	IRGC121753	0.737942345	0.150764676	0.361896922	0.108406962	0.270787383
IRGC121753_4	SP237	INDICA	Philippines	IRGC121753	0.791478633	0.246992122	0.420572934	0.133792982	0.259021457
IRGC121753_5	SP237	INDICA	Philippines	IRGC121753	0.737400357	0.165811378	0.43222898	0.135501132	0.237513814
IRGC121753_6	SP237	INDICA	Philippines	IRGC121753	0.6357136	0.22194623	0.295736914	0.153127345	0.242917101
IRGC121753_7	SP237	INDICA	Philippines	IRGC121753	0.600536028	0.214485317	0.329942914	0.112236683	0.249072417
IRGC121753_8	SP237	INDICA	Philippines	IRGC121753	0.616241844	0.171227476	0.428549857	0.143775901	0.270120804
IRGC121753_9	SP237	INDICA	Philippines	IRGC121753	0.551097365	0.145815051	0.359169554	0.182775952	0.29987038
IRGC121753_10	SP237	INDICA	Philippines	IRGC121753	0.536620533	0.23462464	0.38115304	0.130229647	0.285515286
IRGC121755_1	SP118	JAPONICA	Philippines	IRGC121755	4.38308792	0.843390321	5.315118447	0.49674587	0.583475419
IRGC121755_2	SP118	JAPONICA	Philippines	IRGC121755	4.336335311	0.967686125	5.596491047	0.539313463	0.606883202
IRGC121755_3	SP118	JAPONICA	Philippines	IRGC121755	4.343205766	0.916281753	5.600991903	0.453511949	0.577518494
IRGC121755_4	SP118	JAPONICA	Philippines	IRGC121755	4.10332749	0.804372974	5.29900947	0.514541072	0.629705576
IRGC121755_5	SP118	JAPONICA	Philippines	IRGC121755	3.601101982	0.776286928	5.047672263	0.492646777	0.630199796
IRGC121755_6	SP118	JAPONICA	Philippines	IRGC121755	4.381018594	0.745757224	5.973805561	0.485029824	0.592816851
IRGC121755_7	SP118	JAPONICA	Philippines	IRGC121755	3.478856508	0.720783637	5.028737324	0.429215795	0.59770619
IRGC121755_8	SP118	JAPONICA	Philippines	IRGC121755	4.14393007	0.76700083	5.413116876	0.492163841	0.602389456
IRGC121755_9	SP118	JAPONICA	Philippines	IRGC121755	3.816336471	0.742490464	5.825116827	0.553299529	0.612673212
IRGC121755_10	SP118	JAPONICA	Philippines	IRGC121755	3.340009972	0.842392174	5.112987465	0.519939168	0.601319418
IRGC121756_1	SP349	JAPONICA	Philippines	IRGC121756	2.574289222	0.17768248	1.050801213	0.618852309	0.335559557
IRGC121756_2	SP349	JAPONICA	Philippines	IRGC121756	2.998259813	0.201361635	2.185934955	0.593360709	0.294215235
IRGC121756_3	SP349	JAPONICA	Philippines	IRGC121756	2.455704876	0.157788706	1.031226418	0.624686192	0.338311034
IRGC121756_4	SP349	JAPONICA	Philippines	IRGC121756	2.514130824	0.330621676	1.023065481	0.485286693	0.319931578
IRGC121756_5	SP349	JAPONICA	Philippines	IRGC121756	2.617252686	0.215805977	1.156968964	0.52231724	0.325454939
IRGC121756_6	SP349	JAPONICA	Philippines	IRGC121756	2.42238311	0.342451566	1.267140829	0.588191734	0.31456857
IRGC121756_7	SP349	JAPONICA	Philippines	IRGC121756	2.395763478	0.262325095	1.435814498	0.500671226	0.297454883
IRGC121756_8	SP349	JAPONICA	Philippines	IRGC121756	2.258448857	0.330319319	1.162484303	0.569174407	0.281759656
IRGC121756_9	SP349	JAPONICA	Philippines	IRGC121756	2.385530389	0.255133885	1.422914749	0.515342722	0.329873261
IRGC121756_10	SP349	JAPONICA	Philippines	IRGC121756	2.250066204	0.188533459	1.498167972	0.490885419	0.33275798
IRGC121759_1	SP287	INDICA	Philippines	IRGC121759	1.5444524	0.257779538	1.205997152	0.382505699	0.239387881
IRGC121759_2	SP287	INDICA	Philippines	IRGC121759	1.554150318	0.218688113	1.212059488	0.246282739	0.227471472
IRGC121759_3	SP287	INDICA	Philippines	IRGC121759	1.581471666	0.224987976	1.398391186	0.309946424	0.286216002
IRGC121759_4	SP287	INDICA	Philippines	IRGC121759	1.344311205	0.276835466	1.082335573	0.310900551	0.273572531
IRGC121759_5	SP287	INDICA	Philippines	IRGC121759	1.688371762	0.195396313	1.189870473	0.338035241	0.299786281
IRGC121759_6	SP287	INDICA	Philippines	IRGC121759	1.380849222	0.199660783	1.022269294	0.342330345	0.266075614
IRGC121759_7	SP287	INDICA	Philippines	IRGC121759	1.370369229	0.195924776	1.314785927	0.317879919	0.2786783
IRGC121759_8	SP287	INDICA	Philippines	IRGC121759	1.304962288	0.260081191	1.397951797	0.289779697	0.235234373
IRGC121759_9	SP287	INDICA	Philippines	IRGC121759	0.993946977	0.248419953	1.24180368	0.308192786	0.295537579
IRGC121759_10	SP287	INDICA	Philippines	IRGC121759	1.177579002	0.222917992	1.41118325	0.307214186	0.289299408
IRGC121760_1	SP39	INDICA	Philippines	IRGC121760	1.444695037	0.516328652	0.649159834	0.199282565	0.189644418
IRGC121760_2	SP39	INDICA	Philippines	IRGC121760	1.30674192	0.441588077	0.545183354	0.247312145	0.154636945
IRGC121760_3	SP39	INDICA	Philippines	IRGC121760	1.27614101	0.521999312	0.616661445	0.265824232	0.13892331
IRGC121760_4	SP39	INDICA	Philippines	IRGC121760	1.241271642	0.354272542	0.724396502	0.215055992	0.169816649
IRGC121760_5	SP39	INDICA	Philippines	IRGC121760	1.855421877	0.443802979	0.64279544	0.236613579	0.171301723
IRGC121760_6	SP39	INDICA	Philippines	IRGC121760	1.437663047	0.357726076	0.977831333	0.282418941	0.14837793
IRGC121760_7	SP39	INDICA	Philippines	IRGC121760	1.18653939	0.430557938	0.810113132	0.224100594	0.149303762
IRGC121760_8	SP39	INDICA	Philippines	IRGC121760	1.275946825	0.31339369	0.648797641	0.181120708	0.153878156
IRGC121760_9	SP39	INDICA	Philippines	IRGC121760	1.083435522	0.306471864	0.628430691	0.228240114	0.11810639
IRGC121760_10	SP39	INDICA	Philippines	IRGC121760	0.920200025	0.330310741	0.854287082	0.194466913	0.139342019
IRGC121761_1	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.905227382	0.507826626	0.604572281	0.525068938	0.255980532
IRGC121761_2	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.850331795	0.56074752	0.607558853	0.700420522	0.262442163
IRGC121761_3	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.876089708	0.688461669	0.604262645	0.448489581	0.237009621
IRGC121761_4	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.764333395	0.564326917	0.4824084	0.462565858	0.225891834
IRGC121761_5	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	1.022352451	0.677288129	0.426001481	0.44161518	0.311146633
IRGC121761_6	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.840264139	0.503797239	0.6234884	0.57674967	0.25868902
IRGC121761_7	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.852159713	0.536883926	0.700476034	0.659112189	0.234570448
IRGC121761_8	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.799290625	0.613016895	0.494637859	0.524951792	0.309700326
IRGC121761_9	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.842374605	0.526651132	0.687731572	0.638676872	0.293044356
IRGC121761_10	SP162	JAPONICA	Cote_d'Ivoire	IRGC121761	0.83002265	0.684637801	0.670394177	0.693008856	0.323080234
IRGC121771_1	SP92	INDICA	Mali	IRGC121771	1.394775902	0.196918973	0.736415048	0.279687723	0.232033339
IRGC121771_2	SP92	INDICA	Mali	IRGC121771	1.371929053	0.209979817	0.933884004	0.368932991	0.260590463
IRGC121771_3	SP92	INDICA	Mali	IRGC121771	1.482078751	0.169312284	1.241662156	0.365563207	0.237384597
IRGC121771_4	SP92	INDICA	Mali	IRGC121771	1.305253431	0.19647787	1.075306254	0.386158097	0.251001522
IRGC121771_5	SP92	INDICA	Mali	IRGC121771	1.279871548	0.245647381	1.037128651	0.414260881	0.213333858
IRGC121771_6	SP92	INDICA	Mali	IRGC121771	1.304871647	0.200112996	1.32255332	0.329015362	0.264265371
IRGC121771_7	SP92	INDICA	Mali	IRGC121771	1.228032151	0.233862417	1.05177784	0.290975631	0.209668036
IRGC121771_8	SP92	INDICA	Mali	IRGC121771	2.185311222	0.158435225	1.184122952	0.287998212	0.214479088
IRGC121771_9	SP92	INDICA	Mali	IRGC121771	1.778807404	0.23511657	1.23299468	0.408994403	0.211651343
IRGC121771_10	SP92	INDICA	Mali	IRGC121771	0.843042273	0.188660697	0.793561583	0.363586541	0.253909928
IRGC121781_1	SP68	JAPONICA	Japan	IRGC121781	1.75621343	0.541240406	1.547938783	0.540729018	0.355282281
IRGC121781_2	SP68	JAPONICA	Japan	IRGC121781	1.498206231	0.599372101	1.378157401	0.48055227	0.288974879
IRGC121781_3	SP68	JAPONICA	Japan	IRGC121781	1.529832681	0.580002457	1.443456126	0.565502247	0.373425684
IRGC121781_4	SP68	JAPONICA	Japan	IRGC121781	1.885793821	0.67857007	1.250918523	0.651952879	0.382049682
IRGC121781_5	SP68	JAPONICA	Japan	IRGC121781	1.524739692	0.790930861	1.508820055	0.627610776	0.355688159
IRGC121781_6	SP68	JAPONICA	Japan	IRGC121781	1.531936241	0.539848563	1.456136787	0.496471114	0.388337795
IRGC121781_7	SP68	JAPONICA	Japan	IRGC121781	1.546535656	0.776804931	1.429080507	0.521962892	0.390555045
IRGC121781_8	SP68	JAPONICA	Japan	IRGC121781	1.642539271	0.64561968	1.52611498	0.670191583	0.315642309
IRGC121781_9	SP68	JAPONICA	Japan	IRGC121781	1.369724361	0.595204722	1.424421291	0.587955419	0.355475881
IRGC121781_10	SP68	JAPONICA	Japan	IRGC121781	1.503196434	0.76862801	1.411606858	0.630557451	0.386660503
IRGC121782_1	SP86	JAPONICA	Australia	IRGC121782	2.298160572	0.152942446	3.146407266	0.223179182	0.435007015
