newid	Group1	Group	Country_of_origin	IRRIseedbankID	HCA	CFA	LPA	FLA	SPLT
IRGC121782_2	SP86	JAPONICA	Australia	IRGC121782	2.000323066	0.158125596	2.692012432	0.227794284	0.410069156
IRGC121782_3	SP86	JAPONICA	Australia	IRGC121782	2.317015623	0.192857965	3.431011546	0.244777227	0.42193053
IRGC121782_4	SP86	JAPONICA	Australia	IRGC121782	1.863602489	0.210378254	2.502339496	0.301229343	0.439072317
IRGC121782_5	SP86	JAPONICA	Australia	IRGC121782	2.151587441	0.249611741	2.768500388	0.23911282	0.459994519
IRGC121782_6	SP86	JAPONICA	Australia	IRGC121782	2.388208451	0.17729567	3.395932327	0.184097384	0.410084156
IRGC121782_7	SP86	JAPONICA	Australia	IRGC121782	2.274186496	0.198027149	3.05041692	0.209584203	0.412926803
IRGC121782_8	SP86	JAPONICA	Australia	IRGC121782	1.99175362	0.173715877	2.898515929	0.181462957	0.432510953
IRGC121782_9	SP86	JAPONICA	Australia	IRGC121782	1.959109268	0.171012498	2.686307679	0.28315311	0.417693376
IRGC121782_10	SP86	JAPONICA	Australia	IRGC121782	2.215518268	0.183029801	3.339576641	0.262706983	0.448091299
IRGC121785_1	SP310	INDICA	Madagascar	IRGC121785	0.909227053	0.398596144	0.603599295	0.114041449	0.096513031
IRGC121785_2	SP310	INDICA	Madagascar	IRGC121785	0.769494528	0.451943685	0.558522247	0.141456911	0.106954314
IRGC121785_3	SP310	INDICA	Madagascar	IRGC121785	0.791140949	0.448363712	0.60792452	0.171114891	0.093208342
IRGC121785_4	SP310	INDICA	Madagascar	IRGC121785	0.747961046	0.40292458	0.645056184	0.090719247	0.091414833
IRGC121785_5	SP310	INDICA	Madagascar	IRGC121785	0.721509238	0.441385426	0.560259254	0.174314007	0.172054933
IRGC121785_6	SP310	INDICA	Madagascar	IRGC121785	0.696341489	0.40224755	0.610454287	0.116821903	0.089280692
IRGC121785_7	SP310	INDICA	Madagascar	IRGC121785	0.691245289	0.417839601	0.630998404	0.163583442	0.101199676
IRGC121785_8	SP310	INDICA	Madagascar	IRGC121785	0.663394833	0.404738689	0.558016981	0.125802733	0.152389283
IRGC121785_9	SP310	INDICA	Madagascar	IRGC121785	0.686686414	0.468718697	0.654713663	0.081656455	0.161894152
IRGC121785_10	SP310	INDICA	Madagascar	IRGC121785	0.685357433	0.410078513	0.608251661	0.089180714	0.147862217
IRGC121794_1	SP170	JAPONICA	Madagascar	IRGC121794	2.649718577	0.277942693	2.256744176	0.354623939	0.385370182
IRGC121794_2	SP170	JAPONICA	Madagascar	IRGC121794	2.297794341	0.255565017	1.401760225	0.415688057	0.413026528
IRGC121794_3	SP170	JAPONICA	Madagascar	IRGC121794	2.160825711	0.23636462	1.16778476	0.394039223	0.402965794
IRGC121794_4	SP170	JAPONICA	Madagascar	IRGC121794	2.135282745	0.27557377	1.267689973	0.379444359	0.406320328
IRGC121794_5	SP170	JAPONICA	Madagascar	IRGC121794	1.889089596	0.235826542	1.289631736	0.254043315	0.403260295
IRGC121794_6	SP170	JAPONICA	Madagascar	IRGC121794	2.096151063	0.299946139	1.400026788	0.393305587	0.399635003
IRGC121794_7	SP170	JAPONICA	Madagascar	IRGC121794	1.859037125	0.249109849	1.124994949	0.357045177	0.384890681
IRGC121794_8	SP170	JAPONICA	Madagascar	IRGC121794	1.440586478	0.260937095	1.32398606	0.282186482	0.411986608
IRGC121794_9	SP170	JAPONICA	Madagascar	IRGC121794	1.318518816	0.217083834	1.137585207	0.405019811	0.373701168
IRGC121794_10	SP170	JAPONICA	Madagascar	IRGC121794	1.333182844	0.220535002	1.169549721	0.316815823	0.403732499
IRGC121805_1	SP339	JAPONICA	Colombia	IRGC121805	1.336163001	0.249566839	1.080618706	0.181793901	0.342720372
IRGC121805_2	SP339	JAPONICA	Colombia	IRGC121805	1.294992076	0.223727736	0.702222063	0.201284303	0.319408036
IRGC121805_3	SP339	JAPONICA	Colombia	IRGC121805	1.245763039	0.25696752	0.614464557	0.171209354	0.292921896
IRGC121805_4	SP339	JAPONICA	Colombia	IRGC121805	0.992576106	0.205992338	0.448748472	0.225455283	0.342462098
IRGC121805_5	SP339	JAPONICA	Colombia	IRGC121805	1.293090443	0.269608364	1.085358565	0.182416239	0.287963586
IRGC121805_6	SP339	JAPONICA	Colombia	IRGC121805	1.212119866	0.169690207	0.973799963	0.160437058	0.318627151
IRGC121805_7	SP339	JAPONICA	Colombia	IRGC121805	1.299397003	0.199691091	0.826307223	0.160861535	0.326067907
IRGC121805_8	SP339	JAPONICA	Colombia	IRGC121805	0.972141097	0.165399304	0.748227538	0.130762826	0.290900431
IRGC121805_9	SP339	JAPONICA	Colombia	IRGC121805	0.961698904	0.195744463	0.646437745	0.175638887	0.344587198
IRGC121805_10	SP339	JAPONICA	Colombia	IRGC121805	1.087001996	0.203036882	0.60536328	0.120801039	0.303312217
IRGC121809_1	SP398	JAPONICA	Brazil	IRGC121809	2.97596092	0.206732925	4.060667762	0.199009298	0.409160981
IRGC121809_2	SP398	JAPONICA	Brazil	IRGC121809	2.869752042	0.140590302	4.045989367	0.10341173	0.35314203
IRGC121809_3	SP398	JAPONICA	Brazil	IRGC121809	3.332450716	0.196583931	3.942943131	0.180323372	0.397148534
IRGC121809_4	SP398	JAPONICA	Brazil	IRGC121809	3.491937592	0.156016685	4.421255626	0.157688301	0.397134393
IRGC121809_5	SP398	JAPONICA	Brazil	IRGC121809	3.57205134	0.160473753	4.099599204	0.184331947	0.391402579
IRGC121809_6	SP398	JAPONICA	Brazil	IRGC121809	4.143932343	0.185900032	4.539717399	0.166315508	0.390273557
IRGC121809_7	SP398	JAPONICA	Brazil	IRGC121809	3.058181313	0.169511495	3.650591034	0.184460939	0.399232103
IRGC121809_8	SP398	JAPONICA	Brazil	IRGC121809	3.295389155	0.121364857	3.967334396	0.158762009	0.404150727
IRGC121809_9	SP398	JAPONICA	Brazil	IRGC121809	3.50951483	0.174232476	4.259873004	0.10053544	0.364086239
IRGC121809_10	SP398	JAPONICA	Brazil	IRGC121809	3.506398407	0.180488847	4.225053646	0.118581914	0.35224038
IRGC121826_1	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.134675814	0.205098767	0.440299387	0.117829732	0.26321199
IRGC121826_2	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.074783715	0.187555942	0.427068637	0.118839313	0.244778156
IRGC121826_3	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.097690677	0.240260546	0.519868813	0.102190056	0.211904512
IRGC121826_4	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.086517726	0.218344667	0.408598851	0.098458841	0.260698995
IRGC121826_5	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.086184478	0.194020048	0.506059699	0.114909844	0.253058776
IRGC121826_6	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.089747888	0.193407828	0.49005637	0.11384655	0.215384828
IRGC121826_7	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.09561918	0.213277407	0.417104828	0.096675163	0.269229814
IRGC121826_8	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.142477096	0.228469594	0.504917588	0.118764664	0.228326171
IRGC121826_9	SP106	INDICA	Korea,_Republic_of	IRGC121826	1.031822174	0.219979084	0.499054492	0.128973584	0.211957808
IRGC121826_10	SP106	INDICA	Korea,_Republic_of	IRGC121826	0.909828093	0.262220621	0.532883722	0.096406958	0.252783486
IRGC121827_1	SP131	INDICA	Mali	IRGC121827	1.214270508	0.193736334	0.601858938	0.20440757	0.314352885
IRGC121827_2	SP131	INDICA	Mali	IRGC121827	1.104657292	0.277469693	0.519223152	0.136682012	0.353009877
IRGC121827_3	SP131	INDICA	Mali	IRGC121827	1.269849931	0.194608033	0.602774714	0.172961563	0.360990065
IRGC121827_4	SP131	INDICA	Mali	IRGC121827	1.083554453	0.221199339	0.602347101	0.213106818	0.321384059
IRGC121827_5	SP131	INDICA	Mali	IRGC121827	1.227125128	0.25312585	0.611424827	0.152659725	0.341130129
IRGC121827_6	SP131	INDICA	Mali	IRGC121827	0.94929136	0.286327045	0.553855919	0.126821864	0.346551988
IRGC121827_7	SP131	INDICA	Mali	IRGC121827	1.079495899	0.198173043	0.549947403	0.126395515	0.335916873
IRGC121827_8	SP131	INDICA	Mali	IRGC121827	1.438939963	0.269932582	0.610649485	0.117145307	0.346926826
IRGC121827_9	SP131	INDICA	Mali	IRGC121827	0.762915115	0.195863276	0.553950613	0.119009991	0.339374495
IRGC121827_10	SP131	INDICA	Mali	IRGC121827	0.97769776	0.229272458	0.552231705	0.154127778	0.356197106
IRGC121832_1	SP62	INDICA	Bhutan	IRGC121832	0.845265414	0.219109364	0.659841314	0.299209595	0.340309814
IRGC121832_2	SP62	INDICA	Bhutan	IRGC121832	0.831772255	0.162479743	0.702152975	0.223259113	0.317196983
IRGC121832_3	SP62	INDICA	Bhutan	IRGC121832	0.845041678	0.19881561	0.664539885	0.253349915	0.309506967
IRGC121832_4	SP62	INDICA	Bhutan	IRGC121832	0.771867044	0.203952146	0.718785896	0.26660774	0.296561171
IRGC121832_5	SP62	INDICA	Bhutan	IRGC121832	0.829494184	0.228565498	0.76409737	0.322701438	0.342199951
IRGC121832_6	SP62	INDICA	Bhutan	IRGC121832	0.766314417	0.190616674	0.782003483	0.211790877	0.327282602
IRGC121832_7	SP62	INDICA	Bhutan	IRGC121832	0.752227591	0.221904903	0.765892711	0.244218643	0.316836822
IRGC121832_8	SP62	INDICA	Bhutan	IRGC121832	0.725074676	0.214404984	0.74346823	0.230534713	0.353463805
IRGC121832_9	SP62	INDICA	Bhutan	IRGC121832	0.643786258	0.217735381	0.63494549	0.321602688	0.332662548
IRGC121832_10	SP62	INDICA	Bhutan	IRGC121832	0.640505157	0.175983794	0.790356647	0.198878361	0.334999151
IRGC121838_1	SP264	JAPONICA	Madagascar	IRGC121838	4.354711394	0.238022466	4.699085945	0.25332072	0.512372423
IRGC121838_2	SP264	JAPONICA	Madagascar	IRGC121838	4.443023103	0.229788216	4.606830821	0.307680316	0.523700314
IRGC121838_3	SP264	JAPONICA	Madagascar	IRGC121838	5.360286811	0.193523542	4.364558238	0.233261955	0.515360058
IRGC121838_4	SP264	JAPONICA	Madagascar	IRGC121838	4.004972281	0.254234971	4.679651271	0.229194432	0.510324665
IRGC121838_5	SP264	JAPONICA	Madagascar	IRGC121838	4.322643896	0.23935853	4.537091031	0.199638008	0.502770307
IRGC121838_6	SP264	JAPONICA	Madagascar	IRGC121838	5.200119799	0.18185395	5.073267127	0.243772136	0.533287448
IRGC121838_7	SP264	JAPONICA	Madagascar	IRGC121838	4.909178005	0.256371968	4.569629289	0.19712228	0.522163823
IRGC121838_8	SP264	JAPONICA	Madagascar	IRGC121838	4.413003379	0.265917563	4.88507437	0.199804192	0.504741939
IRGC121838_9	SP264	JAPONICA	Madagascar	IRGC121838	3.823348541	0.198935219	4.616213276	0.186108381	0.489377608
IRGC121838_10	SP264	JAPONICA	Madagascar	IRGC121838	4.52442686	0.197661223	5.062542788	0.191297995	0.478182164
IRGC121843_1	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.717343637	0.245113612	1.307067692	0.323884956	0.28698767
IRGC121843_2	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	3.33287698	0.227070129	1.493298033	0.264143144	0.276494624
IRGC121843_3	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.952634715	0.258752034	1.99091615	0.239821729	0.265953824
IRGC121843_4	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.479270615	0.229204214	1.243120712	0.324713364	0.281080725
IRGC121843_5	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.4311539	0.196795063	1.419542186	0.3293485	0.275732278
IRGC121843_6	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.730648707	0.206513082	1.276289231	0.345403544	0.300122396
IRGC121843_7	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	3.168265895	0.229479129	1.705104225	0.344909371	0.313676496
IRGC121843_8	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.852875307	0.207956947	1.302307756	0.275939022	0.253612367
IRGC121843_9	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.81571523	0.23627506	1.483277444	0.241159343	0.282311559
IRGC121843_10	SP391	JAPONICA	Cote_d'Ivoire	IRGC121843	2.561152382	0.242745143	1.461888986	0.304712903	0.311398895
IRGC121849_1	SP67	INDICA	Senegal	IRGC121849	0.686562954	0.354049231	0.605326922	0.694723465	0.245471708
IRGC121849_2	SP67	INDICA	Senegal	IRGC121849	0.595227385	0.338544667	0.422370809	0.512177227	0.306419128
IRGC121849_3	SP67	INDICA	Senegal	IRGC121849	0.55840328	0.384164894	0.369904552	0.481422987	0.196268215
IRGC121849_4	SP67	INDICA	Senegal	IRGC121849	0.589202992	0.372409667	0.373826136	0.679044111	0.207693674
IRGC121849_5	SP67	INDICA	Senegal	IRGC121849	0.61338281	0.299943302	0.390480304	0.567367838	0.278655504
IRGC121849_6	SP67	INDICA	Senegal	IRGC121849	0.597941906	0.266616151	0.3966328	0.45451232	0.294756333
IRGC121849_7	SP67	INDICA	Senegal	IRGC121849	0.576227295	0.349692138	0.371581309	0.633945801	0.261611287
IRGC121849_8	SP67	INDICA	Senegal	IRGC121849	0.635372561	0.338032897	0.5807891	0.509199505	0.29923107
IRGC121849_9	SP67	INDICA	Senegal	IRGC121849	0.64459029	0.404282293	0.569226201	0.467968189	0.250993568
IRGC121849_10	SP67	INDICA	Senegal	IRGC121849	0.624191243	0.417938948	0.558137143	0.562023723	0.256079762
IRGC121850_1	SP433	INDICA	Senegal	IRGC121850	1.417363245	0.278711939	0.886085094	0.335794011	0.251415961
IRGC121850_2	SP433	INDICA	Senegal	IRGC121850	1.54725208	0.298201207	0.832368245	0.451800256	0.301290867
IRGC121850_3	SP433	INDICA	Senegal	IRGC121850	1.285529225	0.209466489	0.721366733	0.359045826	0.264272945
IRGC121850_4	SP433	INDICA	Senegal	IRGC121850	1.407577506	0.256490962	0.917426152	0.361647959	0.291393882
IRGC121850_5	SP433	INDICA	Senegal	IRGC121850	1.281340856	0.26390301	0.946434053	0.352384274	0.251336851
IRGC121850_6	SP433	INDICA	Senegal	IRGC121850	1.799498235	0.286318636	0.901710999	0.466187822	0.246987749
IRGC121850_7	SP433	INDICA	Senegal	IRGC121850	1.459690624	0.261152027	0.807765178	0.340260209	0.238451451
IRGC121850_8	SP433	INDICA	Senegal	IRGC121850	1.922842036	0.219164908	0.938398096	0.397622518	0.268176875
IRGC121850_9	SP433	INDICA	Senegal	IRGC121850	1.444614176	0.223654729	0.951676469	0.327450278	0.262554205
IRGC121850_10	SP433	INDICA	Senegal	IRGC121850	1.721634388	0.223451634	0.72335297	0.430582246	0.244376973
IRGC121858_1	SP80	INDICA	Senegal	IRGC121858	1.438145432	0.343875723	0.929545802	0.109329572	0.171071459
IRGC121858_2	SP80	INDICA	Senegal	IRGC121858	1.478615455	0.324823503	1.22465905	0.215965408	0.148425659
IRGC121858_3	SP80	INDICA	Senegal	IRGC121858	1.219400993	0.314240935	1.008271949	0.100488541	0.161910909
IRGC121858_4	SP80	INDICA	Senegal	IRGC121858	1.181249193	0.373483624	0.883378352	0.104724522	0.156303676
IRGC121858_5	SP80	INDICA	Senegal	IRGC121858	1.308661017	0.328432566	0.837276161	0.151349889	0.137256885
IRGC121858_6	SP80	INDICA	Senegal	IRGC121858	1.32091293	0.290927588	1.343941113	0.098880517	0.108465057
IRGC121858_7	SP80	INDICA	Senegal	IRGC121858	1.332311016	0.264427057	0.862192189	0.138143375	0.094513145
IRGC121858_8	SP80	INDICA	Senegal	IRGC121858	1.063370401	0.277755953	1.106516577	0.134361852	0.11088309
IRGC121858_9	SP80	INDICA	Senegal	IRGC121858	0.990699772	0.358561008	1.165678347	0.120841096	0.155002805
IRGC121858_10	SP80	INDICA	Senegal	IRGC121858	0.83066073	0.377035097	1.137284303	0.108796194	0.138366659
IRGC121859_1	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.653099125	0.545323455	1.37249215	0.74117495	0.160663046
IRGC121859_2	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	3.160916266	0.61752032	2.271841627	0.801029678	0.083317657
IRGC121859_3	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.917627984	0.631652569	2.173006042	0.812608564	0.191967988
IRGC121859_4	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	3.254195791	0.505438596	1.416950934	0.745042526	0.174433824
IRGC121859_5	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	3.044846964	0.58408417	1.694390242	0.776376101	0.144973395
IRGC121859_6	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.431150816	0.584130421	1.387686421	0.808737894	0.158670823
IRGC121859_7	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.431661554	0.572522701	1.334755843	0.811221478	0.12888642
IRGC121859_8	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.865939656	0.572285466	2.08605637	0.740537537	0.169743268
IRGC121859_9	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.402658964	0.625749665	1.491581595	0.722850416	0.170438197
IRGC121859_10	SP350	JAPONICA	Cote_d'Ivoire	IRGC121859	2.68221999	0.638280891	2.213849885	0.795926177	0.167778707
IRGC121872_1	SP126	INDICA	India	IRGC121872	1.030133212	0.361847207	0.48608265	0.414793703	0.172624034
IRGC121872_2	SP126	INDICA	India	IRGC121872	1.053610814	0.4005414	0.412015133	0.436759363	0.182642272
IRGC121872_3	SP126	INDICA	India	IRGC121872	1.065987219	0.364524429	0.5168907	0.418385915	0.193161293
IRGC121872_4	SP126	INDICA	India	IRGC121872	0.947011719	0.323495936	0.435293006	0.453540015	0.194877217
IRGC121872_5	SP126	INDICA	India	IRGC121872	1.060031538	0.329848129	0.454183552	0.473503052	0.142523747
IRGC121872_6	SP126	INDICA	India	IRGC121872	1.171793383	0.329466775	0.472326009	0.42402334	0.136220726
IRGC121872_7	SP126	INDICA	India	IRGC121872	0.769674845	0.316066031	0.422643348	0.46380797	0.151432452
IRGC121872_8	SP126	INDICA	India	IRGC121872	0.716714887	0.430128043	0.482370423	0.446135202	0.152399621
IRGC121872_9	SP126	INDICA	India	IRGC121872	0.746696302	0.360510061	0.506724396	0.423785686	0.187595947
IRGC121872_10	SP126	INDICA	India	IRGC121872	0.712739045	0.336436322	0.45735886	0.476835463	0.182355996
IRGC121880_1	SP201	INDICA	Philippines	IRGC121880	0.963640988	0.404168401	0.682369597	0.390753859	0.126245786
IRGC121880_2	SP201	INDICA	Philippines	IRGC121880	0.936174155	0.374851968	0.768693407	0.41934933	0.118709203
IRGC121880_3	SP201	INDICA	Philippines	IRGC121880	0.896529811	0.363152169	0.676813851	0.457470346	0.151100894
IRGC121880_4	SP201	INDICA	Philippines	IRGC121880	0.751807022	0.36290586	0.71032377	0.413967683	0.123858489
IRGC121880_5	SP201	INDICA	Philippines	IRGC121880	0.813239901	0.310383743	0.68886129	0.463245639	0.192582289
IRGC121880_6	SP201	INDICA	Philippines	IRGC121880	0.822144787	0.364545975	0.701311223	0.340337627	0.132054832
IRGC121880_7	SP201	INDICA	Philippines	IRGC121880	0.804277175	0.300697793	0.69938739	0.386895707	0.180232529
IRGC121880_8	SP201	INDICA	Philippines	IRGC121880	0.791875381	0.359410079	0.683952401	0.37398226	0.183556979
IRGC121880_9	SP201	INDICA	Philippines	IRGC121880	0.807366054	0.320549669	0.729856871	0.397344258	0.15510318
IRGC121880_10	SP201	INDICA	Philippines	IRGC121880	0.81145008	0.342079525	0.821367119	0.424482057	0.110663164
IRGC121884_1	SP332	INDICA	Vietnam	IRGC121884	1.225748825	0.324673556	0.847440265	0.179944624	0.160712545
IRGC121884_2	SP332	INDICA	Vietnam	IRGC121884	1.061484921	0.352193387	0.827724655	0.197738889	0.148494486
IRGC121884_3	SP332	INDICA	Vietnam	IRGC121884	1.014896059	0.332386243	0.821208093	0.216630476	0.200417393
IRGC121884_4	SP332	INDICA	Vietnam	IRGC121884	0.952524887	0.313248	0.787814465	0.231620118	0.134472911
IRGC121884_5	SP332	INDICA	Vietnam	IRGC121884	0.988422181	0.340834406	0.832165738	0.185101052	0.132806785
IRGC121884_6	SP332	INDICA	Vietnam	IRGC121884	0.869543891	0.300098371	0.774562218	0.202049061	0.155224969
IRGC121884_7	SP332	INDICA	Vietnam	IRGC121884	0.859273066	0.395240743	0.793098785	0.163385189	0.155356856
IRGC121884_8	SP332	INDICA	Vietnam	IRGC121884	0.866755831	0.358409586	0.869732638	0.171082496	0.18385587
IRGC121884_9	SP332	INDICA	Vietnam	IRGC121884	0.855402315	0.29428412	0.81341501	0.175388245	0.180396389
IRGC121884_10	SP332	INDICA	Vietnam	IRGC121884	0.789259591	0.291541155	0.804012891	0.195172884	0.135668671
